"indicator_id";"company_id";"date";"sma_20";"sma_50";"ema_20";"ema_50";"rsi";"macd"
10357;8;"2020-08-03";105.92;102.46;105.35;102.45;62.7;1.43
10358;8;"2020-08-04";106.04;103.02;105.93;102.81;59.84;1.76
10359;8;"2020-08-05";106.54;103.64;106.83;103.3;64.19;2.3
10360;8;"2020-08-06";107.03;104.24;107.78;103.83;65.61;2.81
10361;8;"2020-08-07";107.61;104.88;108.86;104.43;67.86;3.37
10362;8;"2020-08-10";108.4;105.56;110.29;105.19;71.95;4.14
10363;8;"2020-08-11";109.26;106.08;111.43;105.86;68.87;4.58
10364;8;"2020-08-12";110.37;106.61;112.76;106.62;71.46;5.11
10365;8;"2020-08-13";111.78;107.27;114.51;107.59;75.61;5.93
10366;8;"2020-08-14";112.69;107.54;115.47;108.25;64.24;5.99
10367;8;"2020-08-17";113.61;107.7;116.24;108.85;62.62;5.88
10368;8;"2020-08-18";114.47;107.99;117.13;109.51;64.51;5.89
10369;8;"2020-08-19";115.47;108.26;117.89;110.12;63.74;5.79
10370;8;"2020-08-20";116.25;108.57;118.26;110.58;58.09;5.38
10371;8;"2020-08-21";117.11;108.89;118.51;110.98;56.83;4.93
10372;8;"2020-08-24";118.08;109.3;118.76;111.38;57.2;4.54
10373;8;"2020-08-25";119.12;109.95;119.56;112.0;63.85;4.66
10374;8;"2020-08-26";120.72;110.8;121.3;113.01;72.32;5.56
10375;8;"2020-08-27";122.75;111.75;123.49;114.24;75.9;6.71
10376;8;"2020-08-28";124.66;112.56;125.33;115.36;73.56;7.41
10377;8;"2020-08-31";126.17;113.37;127.03;116.45;73.8;7.92
10378;8;"2020-09-01";127.79;114.16;128.63;117.52;74.18;8.27
10379;8;"2020-09-02";129.53;115.07;130.69;118.81;77.9;8.97
10380;8;"2020-09-03";131.28;116.03;132.71;120.11;78.69;9.54
10381;8;"2020-09-04";132.72;116.96;134.14;121.19;71.51;9.55
10382;8;"2020-09-07";134.0;117.96;135.6;122.3;72.57;9.58
10383;8;"2020-09-08";135.0;118.84;136.24;123.08;61.57;8.93
10384;8;"2020-09-09";135.73;119.63;136.6;123.75;58.61;8.14
10385;8;"2020-09-10";136.34;120.46;137.24;124.52;61.51;7.68
10386;8;"2020-09-11";137.33;121.28;137.91;125.29;62.4;7.32
10387;8;"2020-09-14";138.58;122.07;138.93;126.2;65.99;7.29
10388;8;"2020-09-15";139.72;122.86;139.83;127.07;65.75;7.17
10389;8;"2020-09-16";141.03;123.78;140.94;128.03;68.26;7.24
10390;8;"2020-09-17";142.33;124.59;141.58;128.8;62.15;6.91
10391;8;"2020-09-18";143.68;125.4;142.18;129.55;62.38;6.59
10392;8;"2020-09-21";144.49;125.99;141.73;129.86;48.59;5.43
10393;8;"2020-09-22";144.79;126.55;140.91;129.99;44.2;4.12
10394;8;"2020-09-23";144.46;127.11;140.0;130.04;42.59;2.9
10395;8;"2020-09-24";143.39;127.51;138.36;129.76;35.51;1.23
10396;8;"2020-09-25";142.62;127.92;137.3;129.66;40.98;0.26
10397;8;"2020-09-28";142.1;128.48;136.88;129.78;47.06;-0.05
10398;8;"2020-09-29";141.49;128.94;136.39;129.86;46.01;-0.39
10399;8;"2020-09-30";140.64;129.51;136.09;129.99;47.75;-0.52
10400;8;"2020-10-01";139.73;130.06;135.85;130.13;47.98;-0.6
10401;8;"2020-10-05";139.03;130.66;135.66;130.28;48.46;-0.63
10402;8;"2020-10-06";138.8;131.52;136.53;130.85;59.41;0.23
10403;8;"2020-10-07";138.73;132.21;136.95;131.24;55.06;0.59
10404;8;"2020-10-08";138.77;132.92;137.33;131.63;55.0;0.87
10405;8;"2020-10-09";138.53;133.61;137.44;131.89;52.05;0.88
10406;8;"2020-10-12";138.11;134.24;137.29;132.05;49.16;0.67
10407;8;"2020-10-13";137.39;134.66;136.99;132.13;47.17;0.35
10408;8;"2020-10-14";136.51;135.04;136.39;132.07;43.57;-0.17
10409;8;"2020-10-15";135.28;135.27;135.49;131.87;39.96;-0.87
10410;8;"2020-10-16";134.28;135.49;134.75;131.71;41.08;-1.35
10411;8;"2020-10-19";133.3;135.68;134.13;131.58;41.81;-1.67
10412;8;"2020-10-20";132.91;135.79;133.71;131.5;43.92;-1.79
10413;8;"2020-10-21";132.77;135.95;133.38;131.45;44.84;-1.82
10414;8;"2020-10-22";132.88;136.11;133.39;131.53;49.65;-1.56
10415;8;"2020-10-23";133.59;136.23;133.73;131.75;54.29;-1.06
10416;8;"2020-10-26";133.91;136.41;133.73;131.82;49.65;-0.92
10417;8;"2020-10-27";134.05;136.65;133.91;131.97;52.24;-0.64
10418;8;"2020-10-28";134.2;136.84;134.0;132.08;51.01;-0.48
10419;8;"2020-10-29";134.13;136.97;133.8;132.08;46.93;-0.59
10420;8;"2020-10-30";134.09;137.19;133.69;132.1;48.09;-0.6
10421;8;"2020-11-02";134.04;137.43;133.61;132.13;48.41;-0.59
10422;8;"2020-11-03";133.51;137.69;133.66;132.21;50.48;-0.48
10423;8;"2020-11-04";133.25;137.87;133.87;132.35;53.38;-0.24
10424;8;"2020-11-05";133.09;137.86;134.23;132.56;56.08;0.09
10425;8;"2020-11-06";133.11;137.76;134.68;132.81;58.09;0.46
10426;8;"2020-11-09";133.37;137.72;135.29;133.13;60.95;0.9
10427;8;"2020-11-10";133.96;137.78;136.31;133.64;67.0;1.63
10428;8;"2020-11-11";134.98;137.92;137.7;134.32;71.68;2.58
10429;8;"2020-11-12";136.19;137.94;138.99;134.98;71.89;3.32
10430;8;"2020-11-13";137.12;137.83;139.69;135.42;61.98;3.47
10431;8;"2020-11-14";138.15;137.85;140.56;135.95;64.69;3.75
10432;8;"2020-11-17";139.57;138.02;142.22;136.82;72.41;4.66
10433;8;"2020-11-18";141.73;138.64;145.2;138.25;80.29;6.55
10434;8;"2020-11-19";143.45;139.2;147.37;139.42;72.33;7.51
10435;8;"2020-11-20";145.06;139.72;149.44;140.58;72.93;8.28
10436;8;"2020-11-23";146.91;140.24;151.46;141.76;73.78;8.91
10437;8;"2020-11-24";148.73;140.71;153.42;142.95;74.5;9.41
10438;8;"2020-11-25";150.56;141.18;155.14;144.07;73.53;9.64
10439;8;"2020-11-26";152.65;141.62;156.91;145.23;74.89;9.9
10440;8;"2020-11-27";155.04;142.28;159.14;146.61;78.32;10.52
10441;8;"2020-12-01";157.38;142.91;161.11;147.91;77.29;10.84
10442;8;"2020-12-02";159.86;143.84;163.25;149.31;79.19;11.27
10443;8;"2020-12-03";162.3;144.87;165.31;150.7;79.78;11.58
10444;8;"2020-12-04";164.63;145.93;167.1;152.01;78.44;11.63
10445;8;"2020-12-07";166.86;147.14;168.67;153.25;77.23;11.49
10446;8;"2020-12-08";168.9;148.23;169.92;154.37;73.69;11.11
10447;8;"2020-12-09";170.73;149.23;171.14;155.48;74.34;10.76
10448;8;"2020-12-10";172.06;150.15;171.75;156.35;64.56;9.96
10449;8;"2020-12-11";173.45;151.06;172.43;157.23;65.75;9.31
10450;8;"2020-12-14";175.01;151.94;172.92;158.03;63.55;8.61
10451;8;"2020-12-15";176.51;152.84;173.49;158.85;64.87;8.05
10452;8;"2020-12-16";177.74;153.6;174.36;159.78;68.46;7.82
10453;8;"2020-12-17";178.15;154.41;175.06;160.64;66.75;7.48
10454;8;"2020-12-18";178.78;155.2;175.58;161.42;64.4;7.04
10455;8;"2020-12-21";178.55;155.72;174.53;161.54;42.18;5.33
10456;8;"2020-12-22";178.27;156.31;173.62;161.68;42.71;3.97
10457;8;"2020-12-23";178.12;157.01;173.2;161.97;48.17;3.2
10458;8;"2020-12-24";178.35;157.91;173.46;162.52;55.43;3.09
10459;8;"2020-12-28";178.98;159.1;174.69;163.45;63.84;3.8
10460;8;"2020-12-29";179.13;160.21;175.52;164.24;60.42;4.09
10461;8;"2020-12-30";179.35;161.33;176.34;165.02;60.96;4.32
10462;8;"2020-12-31";179.37;162.42;177.06;165.76;60.58;4.43
10463;8;"2021-01-01";179.45;163.54;177.96;166.57;62.81;4.67
10464;8;"2021-01-04";179.8;164.7;179.23;167.54;66.51;5.19
10465;8;"2021-01-05";180.29;165.82;180.56;168.55;67.87;5.7
10466;8;"2021-01-06";180.97;167.05;181.97;169.6;69.42;6.2
10467;8;"2021-01-07";181.67;168.28;183.38;170.66;70.36;6.63
10468;8;"2021-01-08";182.7;169.54;184.79;171.74;71.35;7.0
10469;8;"2021-01-11";184.79;171.32;188.2;173.66;81.84;9.01
10470;8;"2021-01-12";187.8;173.42;192.93;176.18;86.03;11.85
10471;8;"2021-01-13";190.98;175.62;197.66;178.78;86.94;14.32
10472;8;"2021-01-14";194.11;177.84;202.17;181.38;87.4;16.3
10473;8;"2021-01-15";198.04;180.32;207.71;184.48;89.76;18.87
10474;8;"2021-01-18";201.31;182.49;211.35;186.89;75.4;19.52
10475;8;"2021-01-19";206.01;184.88;215.86;189.7;78.65;20.83
10476;8;"2021-01-20";211.51;187.56;221.48;193.04;81.95;22.91
10477;8;"2021-01-21";217.58;190.45;228.06;196.87;84.44;25.53
10478;8;"2021-01-22";223.25;193.22;233.9;200.5;83.45;27.19
10479;8;"2021-01-25";227.89;195.78;238.21;203.58;75.66;27.37
10480;8;"2021-01-27";232.09;198.2;241.0;206.09;67.87;26.27
10481;8;"2021-01-28";236.23;200.56;243.46;208.47;67.42;25.06
10482;8;"2021-01-29";240.17;202.66;245.29;210.59;64.71;23.49
10483;8;"2021-02-01";244.82;204.78;248.56;213.3;70.05;23.34
10484;8;"2021-02-02";251.36;207.86;255.55;217.56;78.73;26.34
10485;8;"2021-02-03";258.25;211.1;262.74;222.01;80.05;29.11
10486;8;"2021-02-04";264.79;214.21;268.78;226.1;77.26;30.56
10487;8;"2021-02-05";270.74;217.08;273.26;229.62;71.59;30.53
10488;8;"2021-02-08";277.63;220.37;279.23;233.79;75.4;31.76
10489;8;"2021-02-09";282.85;223.4;283.6;237.37;69.91;31.49
10490;8;"2021-02-10";287.41;226.37;287.91;240.96;70.72;31.23
10491;8;"2021-02-11";291.53;229.28;291.44;244.25;68.71;30.36
10492;8;"2021-02-12";295.54;232.11;294.68;247.43;68.81;29.36
10493;8;"2021-02-15";299.2;235.08;298.36;250.8;70.77;28.88
10494;8;"2021-02-16";303.36;237.98;301.3;253.88;68.35;27.84
10495;8;"2021-02-17";306.93;240.92;304.05;256.87;68.61;26.79
10496;8;"2021-02-18";309.38;243.76;305.93;259.5;64.75;25.15
10497;8;"2021-02-19";310.44;246.34;306.5;261.55;58.04;22.63
10498;8;"2021-02-22";311.2;248.88;306.31;263.23;54.33;19.81
10499;8;"2021-02-23";313.44;251.78;307.99;265.62;61.39;18.93
10500;8;"2021-02-24";316.15;254.66;309.29;267.81;60.18;17.83
10501;8;"2021-02-25";319.47;257.75;311.56;270.38;63.92;17.69
10502;8;"2021-02-26";322.48;260.55;312.65;272.44;58.66;16.56
10503;8;"2021-03-01";324.91;263.49;314.14;274.63;60.49;15.92
10504;8;"2021-03-02";326.1;266.79;317.15;277.42;65.83;16.62
10505;8;"2021-03-03";326.98;270.47;320.14;280.2;66.59;17.21
10506;8;"2021-03-04";327.63;273.95;321.95;282.52;61.57;16.72
10507;8;"2021-03-05";328.09;277.07;322.26;284.19;54.84;15.04
10508;8;"2021-03-08";327.36;279.98;322.16;285.64;53.11;13.23
10509;8;"2021-03-09";326.86;282.56;321.5;286.8;50.44;11.18
10510;8;"2021-03-10";326.49;285.32;321.49;288.16;53.06;9.95
10511;8;"2021-03-12";326.12;287.98;321.12;289.31;51.24;8.56
10512;8;"2021-03-15";325.78;290.68;320.87;290.46;51.7;7.45
10513;8;"2021-03-16";325.11;293.35;320.78;291.62;52.37;6.61
10514;8;"2021-03-17";323.94;295.64;319.36;292.17;45.47;4.75
10515;8;"2021-03-18";322.78;297.91;318.18;292.75;46.11;3.33
10516;8;"2021-03-19";322.04;300.18;317.3;293.39;47.21;2.34
10517;8;"2021-03-22";321.6;302.31;315.94;293.77;44.27;1.06
10518;8;"2021-03-23";321.74;304.49;315.13;294.3;46.9;0.4
10519;8;"2021-03-24";320.26;305.97;313.16;294.31;40.74;-1.16
10520;8;"2021-03-25";318.46;306.92;310.53;293.97;37.13;-3.08
10521;8;"2021-03-26";316.62;308.0;309.19;294.06;43.68;-3.68
10522;8;"2021-03-30";315.33;309.04;308.03;294.18;44.06;-4.06
10523;8;"2021-03-31";314.0;309.87;307.44;294.48;46.85;-3.93
10524;8;"2021-04-01";312.1;311.11;307.47;295.0;50.2;-3.31
10525;8;"2021-04-05";309.93;312.03;307.24;295.39;48.7;-3.0
10526;8;"2021-04-06";308.35;312.69;307.29;295.88;50.3;-2.51
10527;8;"2021-04-07";307.49;313.03;307.33;296.34;50.33;-2.09
10528;8;"2021-04-08";307.12;313.53;307.96;297.03;54.11;-1.25
10529;8;"2021-04-09";307.27;314.31;308.94;297.86;56.57;-0.24
10530;8;"2021-04-12";305.53;314.69;306.81;297.42;39.56;-1.97
10531;8;"2021-04-13";304.79;315.41;306.43;297.63;48.2;-2.0
10532;8;"2021-04-15";304.04;316.23;306.15;297.86;48.52;-1.95
10533;8;"2021-04-16";303.54;316.83;306.52;298.34;51.69;-1.37
10534;8;"2021-04-19";303.32;316.42;306.03;298.46;47.52;-1.58
10535;8;"2021-04-20";302.87;315.76;305.27;298.44;45.96;-2.0
10536;8;"2021-04-22";302.16;315.13;304.25;298.29;44.33;-2.59
10537;8;"2021-04-23";301.7;314.69;303.27;298.12;44.06;-3.06
10538;8;"2021-04-26";301.1;313.88;302.52;298.02;44.96;-3.28
10539;8;"2021-04-27";301.46;313.41;302.43;298.15;48.84;-2.93
10540;8;"2021-04-28";302.47;312.95;302.76;298.46;51.49;-2.28
10541;8;"2021-04-29";302.75;312.49;302.68;298.59;49.0;-2.05
10542;8;"2021-04-30";302.59;311.86;301.83;298.41;44.36;-2.5
10543;8;"2021-05-03";302.15;311.05;300.99;298.19;43.89;-2.89
10544;8;"2021-05-04";301.23;310.26;299.89;297.85;41.88;-3.44
10545;8;"2021-05-05";300.55;309.48;299.09;297.6;43.49;-3.67
10546;8;"2021-05-06";300.23;309.03;299.3;297.74;50.5;-3.03
10547;8;"2021-05-07";299.98;308.85;299.63;297.94;51.5;-2.38
10548;8;"2021-05-10";300.02;309.06;301.08;298.6;58.72;-0.87
10549;8;"2021-05-11";299.89;308.89;302.46;299.27;59.1;0.37
10550;8;"2021-05-12";301.86;308.97;304.7;300.32;64.37;2.18
10551;8;"2021-05-14";302.33;308.56;305.42;300.78;54.43;2.47
10552;8;"2021-05-17";303.21;308.52;306.91;301.58;58.84;3.38
10553;8;"2021-05-18";304.34;308.6;309.34;302.79;63.68;4.95
10554;8;"2021-05-19";304.99;307.98;309.83;303.25;53.02;4.7
10555;8;"2021-05-20";305.47;307.16;309.63;303.42;49.66;3.9
10556;8;"2021-05-21";306.4;306.64;309.96;303.8;52.27;3.67
10557;8;"2021-05-24";307.29;306.37;310.14;304.12;51.6;3.34
10558;8;"2021-05-25";308.28;306.25;310.62;304.56;53.34;3.32
10559;8;"2021-05-26";308.98;306.26;311.09;304.98;53.48;3.29
10560;8;"2021-05-27";309.62;306.2;311.8;305.52;55.18;3.47
10561;8;"2021-05-28";310.46;306.23;312.47;306.04;55.26;3.58
10562;8;"2021-05-31";311.71;306.23;313.06;306.54;55.26;3.63
10563;8;"2021-06-01";312.96;306.19;313.54;306.99;54.74;3.58
10564;8;"2021-06-02";314.64;306.54;314.44;307.62;57.97;3.89
10565;8;"2021-06-03";316.35;306.91;315.51;308.32;59.64;4.29
10566;8;"2021-06-04";318.03;307.43;317.36;309.37;64.93;5.31
10567;8;"2021-06-07";320.17;308.28;320.04;310.79;69.77;6.88
10568;8;"2021-06-08";322.06;309.19;323.16;312.43;72.57;8.61
10569;8;"2021-06-09";323.45;310.16;325.08;313.64;64.26;9.12
10570;8;"2021-06-10";324.39;311.35;326.95;314.86;64.9;9.53
10571;8;"2021-06-11";326.32;312.43;329.22;316.27;67.6;10.22
10572;8;"2021-06-14";328.06;313.61;331.77;317.83;69.77;11.06
10573;8;"2021-06-15";329.07;314.63;333.76;319.19;66.76;11.33
10574;8;"2021-06-16";330.82;315.46;335.24;320.38;63.71;11.15
10575;8;"2021-06-17";332.71;316.27;336.24;321.37;60.43;10.58
10576;8;"2021-06-18";333.93;316.87;336.35;322.0;53.78;9.36
10577;8;"2021-06-21";335.05;317.4;336.15;322.48;51.48;8.05
10578;8;"2021-06-22";336.18;317.88;336.32;323.08;53.94;7.22
10579;8;"2021-06-23";337.17;318.22;336.22;323.56;51.86;6.27
10580;8;"2021-06-24";337.97;319.18;336.07;324.0;51.37;5.41
10581;8;"2021-06-25";339.02;319.91;336.41;324.61;55.13;5.07
10582;8;"2021-06-28";340.22;320.7;337.02;325.32;57.36;5.0
10583;8;"2021-06-29";341.39;321.33;337.45;325.96;56.17;4.79
10584;8;"2021-06-30";342.22;322.1;337.65;326.49;54.27;4.41
10585;8;"2021-07-01";343.15;323.02;338.28;327.19;57.92;4.44
10586;8;"2021-07-02";343.65;324.03;338.91;327.89;58.42;4.46
10587;8;"2021-07-05";343.68;325.07;339.6;328.6;59.38;4.52
10588;8;"2021-07-06";341.89;325.5;337.44;328.14;37.0;2.19
10589;8;"2021-07-07";340.58;325.81;335.5;327.71;37.18;0.36
10590;8;"2021-07-08";338.66;325.82;332.72;326.87;32.04;-1.95
10591;8;"2021-07-09";336.43;325.91;330.21;326.06;32.01;-3.73
10592;8;"2021-07-12";334.01;326.18;328.04;325.33;33.16;-4.99
10593;8;"2021-07-13";331.92;326.54;326.41;324.77;36.66;-5.65
10594;8;"2021-07-14";329.93;326.94;324.81;324.17;35.85;-6.21
10595;8;"2021-07-15";328.16;327.32;323.42;323.63;36.6;-6.52
10596;8;"2021-07-16";326.85;327.52;322.26;323.14;37.73;-6.61
10597;8;"2021-07-19";325.58;327.64;320.98;322.58;36.07;-6.8
10598;8;"2021-07-20";323.79;327.38;319.19;321.78;31.87;-7.4
10599;8;"2021-07-22";322.16;327.12;317.6;321.03;32.38;-7.76
10600;8;"2021-07-23";320.2;326.52;315.5;320.03;28.4;-8.51
10601;8;"2021-07-26";317.88;326.13;313.38;318.97;27.17;-9.19
10602;8;"2021-07-27";315.31;325.54;311.28;317.89;26.28;-9.76
10603;8;"2021-07-28";312.45;324.58;308.73;316.58;23.03;-10.64
10604;8;"2021-07-29";310.12;324.15;307.22;315.65;33.74;-10.55
10605;8;"2021-07-30";307.6;323.87;305.96;314.8;34.96;-10.26
10606;8;"2021-08-02";305.2;323.55;305.09;314.1;38.31;-9.7
10607;8;"2021-08-03";303.08;323.39;304.96;313.69;45.47;-8.59
10608;8;"2021-08-04";302.14;323.04;304.31;313.08;41.29;-8.07
10609;8;"2021-08-05";301.27;322.73;303.87;312.55;42.87;-7.45
10610;8;"2021-08-06";300.96;322.36;303.51;312.06;43.24;-6.85
10611;8;"2021-08-09";300.55;321.94;302.99;311.52;41.62;-6.46
10612;8;"2021-08-10";299.88;321.45;302.15;310.84;38.5;-6.39
10613;8;"2021-08-11";299.11;321.0;301.52;310.23;40.05;-6.16
10614;8;"2021-08-12";298.93;320.66;301.94;310.07;51.21;-5.07
10615;8;"2021-08-13";298.78;320.29;302.45;309.96;52.34;-4.06
10616;8;"2021-08-16";298.41;319.67;302.57;309.71;48.87;-3.5
10617;8;"2021-08-17";297.85;318.71;302.1;309.24;43.61;-3.51
10618;8;"2021-08-18";297.41;317.52;301.27;308.62;40.23;-3.82
10619;8;"2021-08-20";296.44;316.32;299.54;307.62;33.62;-4.83
10620;8;"2021-08-23";295.51;314.96;297.39;306.41;30.39;-6.07
10621;8;"2021-08-24";294.84;313.54;295.71;305.37;33.58;-6.73
10622;8;"2021-08-25";294.49;312.11;294.64;304.55;38.47;-6.81
10623;8;"2021-08-26";294.48;310.74;293.65;303.75;38.4;-6.81
10624;8;"2021-08-27";294.12;309.47;292.9;303.05;40.01;-6.61
10625;8;"2021-08-30";294.02;308.4;292.81;302.61;46.46;-5.88
10626;8;"2021-08-31";293.55;307.39;292.28;302.01;42.75;-5.62
10627;8;"2021-09-01";293.12;306.61;292.57;301.75;50.09;-4.71
10628;8;"2021-09-02";292.87;305.72;292.62;301.41;48.33;-4.12
10629;8;"2021-09-03";292.67;304.92;292.9;301.18;50.48;-3.41
10630;8;"2021-09-06";292.53;304.18;293.33;301.03;52.17;-2.67
10631;8;"2021-09-07";292.36;303.28;293.45;300.78;49.44;-2.29
10632;8;"2021-09-08";292.41;302.33;293.63;300.56;50.08;-1.91
10633;8;"2021-09-09";292.59;301.48;294.13;300.5;53.68;-1.29
10634;8;"2021-09-13";292.35;300.71;294.81;300.53;55.77;-0.62
10635;8;"2021-09-14";292.29;299.95;295.88;300.75;60.01;0.31
10636;8;"2021-09-15";292.7;299.29;297.41;301.19;64.39;1.5
10637;8;"2021-09-16";293.4;298.6;298.77;301.6;64.0;2.39
10638;8;"2021-09-17";294.16;298.43;299.7;301.87;60.05;2.82
10639;8;"2021-09-20";294.96;298.07;299.63;301.76;49.6;2.35
10640;8;"2021-09-21";296.21;297.98;299.85;301.76;52.38;2.2
10641;8;"2021-09-22";297.72;298.06;300.83;302.09;58.98;2.7
10642;8;"2021-09-23";299.58;298.34;302.8;302.85;66.07;3.98
10643;8;"2021-09-24";301.26;298.48;304.24;303.44;62.45;4.65
10644;8;"2021-09-27";303.55;298.92;306.85;304.55;69.41;6.21
10645;8;"2021-09-28";305.42;299.3;308.99;305.52;67.11;7.18
10646;8;"2021-09-29";307.57;299.68;311.01;306.49;67.58;7.93
10647;8;"2021-09-30";309.47;300.17;313.14;307.54;69.12;8.68
10648;8;"2021-10-01";311.48;300.79;315.06;308.55;69.07;9.16
10649;8;"2021-10-04";313.8;301.58;317.63;309.87;73.21;10.13
10650;8;"2021-10-05";316.18;302.57;320.23;311.24;74.46;11.0
10651;8;"2021-10-06";318.25;303.43;321.74;312.21;64.66;10.86
10652;8;"2021-10-07";322.31;305.13;326.95;314.74;78.51;13.84
10653;8;"2021-10-08";326.51;307.1;332.28;317.41;79.86;16.54
10654;8;"2021-10-11";332.24;309.56;340.23;321.27;85.03;21.08
10655;8;"2021-10-12";337.98;312.1;347.91;325.17;85.65;24.81
10656;8;"2021-10-13";347.73;316.3;363.05;332.3;91.79;34.31
10657;8;"2021-10-14";357.02;320.17;375.87;338.78;87.43;40.62
10658;8;"2021-10-18";367.07;324.4;388.6;345.48;88.21;46.05
10659;8;"2021-10-19";376.22;328.05;397.49;350.83;76.45;47.58
10660;8;"2021-10-20";385.47;331.78;406.0;356.17;77.05;48.63
10661;8;"2021-10-21";395.36;335.98;415.72;362.12;79.41;50.59
10662;8;"2021-10-22";403.83;339.92;422.88;367.17;72.86;50.18
10663;8;"2021-10-25";411.93;343.61;428.31;371.59;68.93;48.41
10664;8;"2021-10-26";420.78;347.66;435.96;376.97;73.03;48.76
10665;8;"2021-10-27";429.21;351.47;441.86;381.71;69.34;47.62
10666;8;"2021-10-28";436.75;355.02;445.59;385.6;63.9;44.85
10667;8;"2021-10-29";444.27;358.74;449.22;389.45;64.37;42.37
10668;8;"2021-11-01";451.89;362.59;452.7;393.23;64.75;40.11
10669;8;"2021-11-02";459.18;366.68;456.04;396.94;65.17;38.05
10670;8;"2021-11-03";466.18;370.84;458.79;400.39;64.03;35.77
10671;8;"2021-11-04";473.86;375.04;461.74;403.89;65.1;33.96
10672;8;"2021-11-08";480.11;379.38;465.51;407.71;67.63;33.09
10673;8;"2021-11-09";486.44;383.89;469.72;411.71;69.32;32.68
10674;8;"2021-11-10";491.19;388.38;473.62;415.59;69.55;32.08
10675;8;"2021-11-11";495.32;392.61;476.46;419.04;66.04;30.66
10676;8;"2021-11-12";495.33;397.01;479.38;422.49;66.93;29.49
10677;8;"2021-11-15";495.72;401.21;481.86;425.74;66.1;28.11
10678;8;"2021-11-16";496.19;405.73;485.4;429.4;69.54;27.79
10679;8;"2021-11-17";498.61;410.42;489.66;433.35;72.04;28.11
10680;8;"2021-11-18";499.75;414.67;491.57;436.35;61.96;26.4
10681;8;"2021-11-22";498.65;418.5;491.05;438.3;52.79;22.89
10682;8;"2021-11-23";498.88;422.5;491.48;440.54;55.61;20.62
10683;8;"2021-11-24";499.32;426.3;491.21;442.43;53.12;18.06
10684;8;"2021-11-25";498.52;430.13;491.35;444.4;54.44;16.18
10685;8;"2021-11-26";496.64;433.21;488.39;445.02;43.91;11.93
10686;8;"2021-11-29";495.66;436.2;485.82;445.67;44.35;8.56
10687;8;"2021-11-30";494.4;439.14;483.23;446.17;43.51;5.59
10688;8;"2021-12-01";493.88;442.47;482.47;447.31;49.57;4.53
10689;8;"2021-12-02";493.44;446.08;482.15;448.56;50.88;3.96
10690;8;"2021-12-03";493.2;449.64;481.95;449.8;51.24;3.54
10691;8;"2021-12-06";492.08;452.78;480.55;450.48;46.56;2.15
10692;8;"2021-12-07";491.1;455.99;480.67;451.71;51.91;2.19
10693;8;"2021-12-08";490.31;459.51;481.93;453.36;55.85;3.17
10694;8;"2021-12-09";489.47;462.75;483.07;454.95;55.87;3.91
10695;8;"2021-12-10";489.02;466.06;484.16;456.5;56.04;4.48
10696;8;"2021-12-13";488.44;469.36;485.22;458.03;56.37;4.94
10697;8;"2021-12-14";487.63;472.48;485.62;459.26;53.51;4.78
10698;8;"2021-12-15";486.26;475.65;486.19;460.53;54.45;4.77
10699;8;"2021-12-16";484.35;478.64;486.74;461.76;54.58;4.74
10700;8;"2021-12-17";482.38;481.15;485.17;462.09;44.49;2.93
10701;8;"2021-12-20";480.42;483.37;481.54;461.5;36.71;-0.38
10702;8;"2021-12-21";478.33;484.91;478.88;461.19;39.91;-2.44
10703;8;"2021-12-22";477.42;486.66;478.08;461.56;47.32;-2.68
10704;8;"2021-12-23";476.4;487.79;477.53;461.98;48.07;-2.68
10705;8;"2021-12-24";476.77;488.73;476.59;462.2;46.24;-3.04
10706;8;"2021-12-27";477.26;488.01;476.07;462.55;47.84;-3.0
10707;8;"2021-12-28";478.34;487.67;476.46;463.24;51.78;-2.21
10708;8;"2021-12-29";478.38;486.99;476.42;463.74;49.89;-1.91
10709;8;"2021-12-30";477.94;486.76;475.85;464.0;47.42;-2.09
10710;8;"2021-12-31";478.06;486.67;476.47;464.73;52.82;-1.25
10711;8;"2022-01-03";479.57;486.47;478.48;466.01;58.62;0.63
10712;8;"2022-01-04";479.97;486.44;479.54;466.94;54.8;1.46
10713;8;"2022-01-05";479.76;486.64;480.51;467.83;54.86;2.1
10714;8;"2022-01-06";479.5;486.24;481.31;468.66;54.4;2.51
10715;8;"2022-01-07";479.31;486.1;482.19;469.52;55.19;2.94
10716;8;"2022-01-10";479.73;486.55;484.24;470.86;60.68;4.29
10717;8;"2022-01-11";480.32;486.9;485.87;472.05;59.25;5.11
10718;8;"2022-01-12";481.1;487.33;487.9;473.43;61.66;6.17
10719;8;"2022-01-13";482.1;487.81;490.19;474.94;63.5;7.3
10720;8;"2022-01-14";484.09;488.31;492.07;476.31;62.1;7.94
10721;8;"2022-01-17";487.99;489.02;495.21;478.22;67.75;9.56
10722;8;"2022-01-18";490.85;489.21;496.69;479.5;58.87;9.58
10723;8;"2022-01-19";493.36;489.43;498.99;481.12;62.6;10.29
10724;8;"2022-01-20";495.53;489.53;500.58;482.48;59.62;10.32
10725;8;"2022-01-21";497.24;489.5;500.7;483.24;52.38;9.12
10726;8;"2022-01-24";497.61;488.93;498.58;483.05;42.9;6.21
10727;8;"2022-01-25";498.13;488.63;497.82;483.34;48.13;4.83
10728;8;"2022-01-27";499.05;488.13;497.49;483.78;49.71;3.99
10729;8;"2022-01-28";500.39;487.48;497.47;484.31;50.92;3.53
10730;8;"2022-01-31";502.16;487.64;499.41;485.62;58.5;4.75
